labels,count,top_state,state_count,first_day,last_day,#_days,year_50%,month_50%,diff_year,diff_month,latitude_mean,latitude_50%,diff_latitude,longitude_mean,longitude_50%,diff_longitude,brightness_mean,brightness_50%,brightness_std,diff_brightness,frp_mean,frp_50%,frp_std,diff_frp,nearest_aq_monitor,SITE_LATITUDE,SITE_LONGITUDE,geometry,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
105,105,CO,1,2002-06-10,2002-07-01,21,2002,6,0.0,1.0,37.39576761904762,37.3923,0.15970000000000084,-107.69687142857148,-107.7139,0.37229999999999563,348.3780952380951,340.1,30.269542260243846,134.0,178.76952380952383,107.1,202.23288418772663,896.0,"(37.2676844009095, -107.8745892)",37.2676844009095,-107.8745892,POINT (-107.8745892 37.2676844009095),20.1,68
116,13,WY,1,2002-06-29,2002-07-01,3,2002,6,0.0,1.0,44.68332307692309,44.6854,0.03300000000000125,-105.50280769230767,-105.5092,0.07429999999999382,344.40769230769234,349.9,15.846212036238693,45.19999999999999,150.0846153846154,102.6,175.47296014939093,550.4,"(44.6522000009432, -105.2903)",44.6522000009432,-105.2903,POINT (-105.2903 44.6522000009432),4.9,20
119,18,WY,1,2002-06-30,2002-07-01,2,2002,6,0.0,1.0,44.850816666666674,44.850300000000004,0.03350000000000364,-105.46791666666665,-105.46995000000001,0.0653999999999968,344.2944444444444,345.0,19.51197135462715,71.89999999999998,83.37777777777775,66.19999999999999,47.03112305641565,176.20000000000002,"(44.6522000009432, -105.2903)",44.6522000009432,-105.2903,POINT (-105.2903 44.6522000009432),4.9,20
121,31,WY,1,2002-07-01,2002-07-13,12,2002,7,0.0,0.0,42.948609677419356,42.9475,0.0666000000000011,-109.07988709677419,-109.0884,0.1284999999999883,355.3225806451613,352.4,31.524749110050234,121.10000000000002,184.03870967741935,135.3,201.59921408150277,605.8,"(42.8421683785244, -108.736281332747)",42.8421683785244,-108.736281332747,POINT (-108.736281332747 42.8421683785244),5.8,24
142,10,OR,1,2002-07-13,2002-07-13,1,2002,7,0.0,0.0,42.58721,42.58675,0.025300000000001432,-120.43845999999999,-120.4372,0.03690000000000282,387.40999999999997,390.2,21.884416068670117,73.5,216.14000000000001,206.55,145.070666305157,485.59999999999997,"(42.220159862, -120.433294016)",42.220159862,-120.433294016,POINT (-120.433294016 42.220159862),8.7,36
148,23,OR,1,2002-07-14,2002-07-18,5,2002,7,0.0,0.0,42.21050869565217,42.2115,0.029400000000002535,-122.99718260869562,-122.9952,0.07909999999999684,347.1434782608696,342.1,29.36539128861723,119.69999999999999,107.66521739130435,66.8,136.5688990573012,579.9,"(42.31411, -122.87923)",42.31411,-122.87923,POINT (-122.87923 42.31411),15.4,58
170,17,OR,1,2002-07-25,2002-07-25,1,2002,7,0.0,0.0,42.54164117647059,42.5421,0.03499999999999659,-121.52433529411765,-121.5241,0.041100000000000136,368.3352941176471,360.8,23.844861636641724,72.69999999999999,128.35882352941175,87.4,97.46532113284916,298.5,"(42.190296, -121.731369)",42.190296,-121.731369,POINT (-121.731369 42.190296),81.3,164
187,8,CO,1,2002-08-18,2002-08-18,1,2002,8,0.0,0.0,40.298874999999995,40.29815,0.017900000000004468,-106.64240000000001,-106.6451,0.04959999999999809,330.025,327.4,10.201085376426514,30.0,33.987500000000004,29.049999999999997,14.950913732229592,44.49999999999999,"(40.4852010009318, -106.831625)",40.4852010009318,-106.831625,POINT (-106.831625 40.4852010009318),15.5,58
193,14,UT,1,2002-08-26,2002-08-27,1,2002,8,0.0,0.0,38.385842857142855,38.38545,0.03009999999999735,-112.28252857142857,-112.28524999999999,0.04970000000000141,345.5285714285714,341.45000000000005,19.990668152585926,61.39999999999998,171.5071428571429,122.05000000000001,139.69140970387173,392.3,"(37.6183832890889, -112.174367903929)",37.6183832890889,-112.174367903929,POINT (-112.174367903929 37.6183832890889),5.0,21
224,6,NM,1,2003-04-22,2003-05-03,11,2003,4,0.0,1.0,33.43648333333333,33.430899999999994,0.0437999999999974,-107.91308333333332,-107.91319999999999,0.025400000000004752,377.88333333333327,370.65,16.008050058225912,35.0,161.81666666666663,116.15,81.6991901224649,171.39999999999998,"(33.2205021725552, -108.235718592279)",33.2205021725552,-108.235718592279,POINT (-108.235718592279 33.2205021725552),3.6,15
227,6,WA,1,2003-05-24,2003-05-27,3,2003,5,0.0,0.0,48.32605,48.307,0.06689999999999685,-118.5458,-118.53659999999999,0.070699999999988,383.1333333333334,368.85,36.859444741703136,91.0,297.79999999999995,169.35,299.39000651324346,765.5999999999999,"(48.544448, -117.903425)",48.544448,-117.903425,POINT (-117.903425 48.544448),7.7,32
230,14,UT,1,2003-06-04,2003-06-11,8,2003,6,0.0,0.0,38.11291428571429,38.114900000000006,0.037499999999994316,-110.77845714285715,-110.77705,0.026400000000009527,376.6071428571428,372.85,22.559680312987062,88.80000000000001,250.7428571428572,166.75,185.33167239090244,553.5,"(38.3021770831078, -111.293349451309)",38.3021770831078,-111.293349451309,POINT (-111.293349451309 38.3021770831078),3.1,13
231,6,CA,1,2003-06-05,2003-06-11,7,2003,6,0.0,0.0,33.32320000000001,33.32285,0.0227999999999966,-116.66106666666668,-116.66425000000001,0.028199999999998226,370.8,367.95000000000005,14.467204291085395,34.39999999999998,259.3,165.60000000000002,215.48121959929594,479.29999999999995,"(33.4636438345227, -116.971457297006)",33.4636438345227,-116.971457297006,POINT (-116.971457297006 33.4636438345227),4.4,18
232,25,AZ,1,2003-06-07,2003-06-14,8,2003,6,0.0,0.0,33.652919999999995,33.6491,0.05920000000000414,-109.217528,-109.217,0.06529999999999347,344.352,336.6,21.433387506411577,73.80000000000001,76.33200000000002,62.0,54.10772988523297,184.70000000000002,"(34.0584750370195, -109.441258534854)",34.0584750370195,-109.441258534854,POINT (-109.441258534854 34.0584750370195),4.2,18
237,24,NM,2,2003-06-11,2003-06-14,3,2003,6,0.0,0.0,31.393958333333334,31.4077,0.10319999999999752,-109.01906666666666,-109.0107,0.14049999999998875,373.15833333333336,373.3,26.655873268571508,121.60000000000002,294.6166666666667,186.35000000000002,282.51473784822144,1087.1000000000001,"(31.3492, -109.539683)",31.3492,-109.539683,POINT (-109.539683 31.3492),5.9,25
249,110,OR,1,2003-06-29,2003-07-03,4,2003,6,0.0,1.0,43.604641818181825,43.6074,0.08960000000000434,-121.78654636363633,-121.77635000000001,0.19610000000000127,356.57363636363635,353.0,30.653169844535356,144.40000000000003,249.83181818181828,121.15,461.33425461686954,3483.7,"(43.744352, -122.480487)",43.744352,-122.480487,POINT (-122.480487 43.744352),5.0,21
