labels,count,top_state,state_count,first_day,last_day,#_days,year_50%,month_50%,diff_year,diff_month,latitude_mean,latitude_50%,diff_latitude,longitude_mean,longitude_50%,diff_longitude,brightness_mean,brightness_50%,brightness_std,diff_brightness,frp_mean,frp_50%,frp_std,diff_frp,nearest_aq_monitor,SITE_LATITUDE,SITE_LONGITUDE,geometry,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE
739,26,UT,1,2006-07-26,2006-07-28,2,2006,7,0.0,0.0,38.85850384615385,38.85835,0.028400000000004866,-111.42103461538463,-111.42075,0.06770000000000209,368.91923076923075,364.75,24.713866864264993,106.19999999999999,453.1807692307693,156.75,734.0497754344623,2750.6,"(38.3021770831078, -111.293349451309)",38.3021770831078,-111.293349451309,POINT (-111.293349451309 38.3021770831078),7.0,29
751,10,WA,2,2006-07-29,2006-07-29,1,2006,7,0.0,0.0,46.01169,46.00735,0.03889999999999816,-118.91828000000001,-118.91385,0.06030000000001223,346.55,345.2,21.43482369105626,68.30000000000001,67.46,53.65,52.96147866347976,175.79999999999998,"(46.21835, -119.204153)",46.21835,-119.204153,POINT (-119.204153 46.21835),5.0,21
756,8,ID,1,2006-08-02,2006-08-02,1,2006,8,0.0,0.0,44.165725,44.1649,0.020599999999994623,-112.25245,-112.25155000000001,0.03180000000000405,388.51250000000005,382.45,25.971381914935304,80.39999999999998,287.0,208.2,216.50612660417454,662.2,"(43.518267, -112.020708)",43.518267,-112.020708,POINT (-112.020708 43.518267),7.1,30
760,26,UT,1,2006-08-08,2006-08-09,2,2006,8,0.0,0.0,41.649442307692304,41.658950000000004,0.1302000000000021,-113.18982307692305,-113.18485000000001,0.15630000000000166,368.15769230769234,365.3,31.88873372308061,132.90000000000003,248.9692307692308,116.8,323.96499288562745,1505.4,"(41.945874098, -112.233973021)",41.945874098,-112.233973021,POINT (-112.233973021 41.945874098),4.8,20
760,26,UT,1,2006-08-08,2006-08-09,2,2006,8,0.0,0.0,41.649442307692304,41.658950000000004,0.1302000000000021,-113.18982307692305,-113.18485000000001,0.15630000000000166,368.15769230769234,365.3,31.88873372308061,132.90000000000003,248.9692307692308,116.8,323.96499288562745,1505.4,"(41.945874098, -112.233973021)",41.945874098,-112.233973021,POINT (-112.233973021 41.945874098),4.7,20
773,9,NV,1,2006-08-12,2006-08-12,1,2006,8,0.0,0.0,39.57106666666667,39.5734,0.018899999999995032,-119.91976666666667,-119.9205,0.040300000000002,342.11111111111114,340.4,20.156292097285927,66.39999999999998,65.84444444444445,49.7,49.82211133400288,163.7,"(39.52508333, -119.8077167)",39.52508333,-119.8077167,POINT (-119.8077167 39.52508333),8.7,36
773,9,NV,1,2006-08-12,2006-08-12,1,2006,8,0.0,0.0,39.57106666666667,39.5734,0.018899999999995032,-119.91976666666667,-119.9205,0.040300000000002,342.11111111111114,340.4,20.156292097285927,66.39999999999998,65.84444444444445,49.7,49.82211133400288,163.7,"(39.52508333, -119.8077167)",39.52508333,-119.8077167,POINT (-119.8077167 39.52508333),8.9,37
773,9,NV,1,2006-08-12,2006-08-12,1,2006,8,0.0,0.0,39.57106666666667,39.5734,0.018899999999995032,-119.91976666666667,-119.9205,0.040300000000002,342.11111111111114,340.4,20.156292097285927,66.39999999999998,65.84444444444445,49.7,49.82211133400288,163.7,"(39.52508333, -119.8077167)",39.52508333,-119.8077167,POINT (-119.8077167 39.52508333),10.3,43
776,18,CA,1,2006-08-13,2006-09-02,20,2006,8,0.0,1.0,37.99645000000001,37.992450000000005,0.047699999999998965,-119.7738111111111,-119.77924999999999,0.08160000000000878,344.66666666666663,345.75,21.558347639398907,73.30000000000001,118.11111111111114,65.9,207.50361836360088,912.3,"(37.71325, -119.7062)",37.71325,-119.7062,POINT (-119.7062 37.71325),4.4,18
778,8,ID,1,2006-08-14,2006-08-15,2,2006,8,0.0,0.0,45.477562500000005,45.47435,0.020799999999994156,-115.32837500000001,-115.32230000000001,0.04279999999999973,332.5875,329.4,8.330569779861568,21.5,69.8375,64.4,37.8448689671778,117.60000000000001,"(45.931274394, -116.116254548)",45.931274394,-116.116254548,POINT (-116.116254548 45.931274394),9.8,41
783,358,NV,1,2006-08-15,2006-08-18,4,2006,8,0.0,0.0,41.395737988826816,41.4121,0.5225000000000009,-115.45005251396657,-115.47845000000001,0.3773999999999944,369.00698324022346,362.05,33.48362334530494,180.09999999999997,303.6712290502792,206.1,315.06588237119485,1994.0,"(41.8924989934688, -115.427014818654)",41.8924989934688,-115.427014818654,POINT (-115.427014818654 41.8924989934688),8.0,33
785,30,ID,1,2006-08-16,2006-08-17,1,2006,8,0.0,0.0,43.02830666666666,43.010400000000004,0.2640000000000029,-113.1284,-113.12944999999999,0.3194000000000017,356.40666666666664,357.6,17.44190224783376,74.0,232.0733333333333,194.35000000000002,163.7613821963242,624.1,"(42.9125, -112.535556)",42.9125,-112.535556,POINT (-112.535556 42.9125),14.1,55
789,12,ID,1,2006-08-17,2006-08-18,2,2006,8,0.0,0.0,43.28911666666667,43.28915,0.0257000000000005,-112.96639166666667,-112.973,0.11290000000001044,379.74166666666673,374.45000000000005,21.7939298610388,79.19999999999999,199.6,170.0,130.53260129178454,480.99999999999994,"(43.460556, -113.562222)",43.460556,-113.562222,POINT (-113.562222 43.460556),8.5,35
791,14,ID,1,2006-08-18,2006-08-18,1,2006,8,0.0,0.0,43.198442857142865,43.20225000000001,0.06490000000000151,-113.27467857142857,-113.27199999999999,0.06680000000000064,348.40714285714284,352.54999999999995,24.869674591472116,92.69999999999999,77.3714285714286,69.65,79.71592282378941,311.3,"(43.460556, -113.562222)",43.460556,-113.562222,POINT (-113.562222 43.460556),8.5,35
796,12,WA,1,2006-08-20,2006-08-21,1,2006,8,0.0,0.0,48.492399999999996,48.49315,0.02680000000000149,-119.83355,-119.83170000000001,0.03740000000000521,346.76666666666665,338.95,23.946733819167495,62.5,89.30833333333334,66.45,67.8871450990316,182.5,"(48.3875311340144, -119.928671382476)",48.3875311340144,-119.928671382476,POINT (-119.928671382476 48.3875311340144),16.3,60
800,123,OR,1,2006-08-22,2006-08-24,2,2006,8,0.0,0.0,42.31290650406506,42.3164,0.18939999999999912,-118.767162601626,-118.7684,0.25090000000000146,360.60569105691064,356.7,32.27060607622241,161.09999999999997,305.59349593495944,185.8,375.6579209385952,2007.6000000000001,"(42.189215, -120.353969)",42.189215,-120.353969,POINT (-120.353969 42.189215),6.3,26
802,150,ID,1,2006-08-22,2006-09-13,22,2006,9,0.0,1.0,44.294335333333336,44.294399999999996,0.17560000000000286,-115.79054333333336,-115.79565,0.18769999999999243,344.7966666666668,335.7,28.407368400088455,169.8,145.91466666666662,73.05000000000001,257.001419155371,2276.1,"(44.104498, -115.972386)",44.104498,-115.972386,POINT (-115.972386 44.104498),22.4,73
805,15,OR,1,2006-08-22,2006-08-23,1,2006,8,0.0,0.0,43.103906666666674,43.1046,0.03440000000000509,-118.81728,-118.8158,0.06510000000000105,376.31999999999994,382.9,28.23496312831209,101.70000000000005,398.74,349.3,320.2008784676091,1109.5,"(43.586260757, -119.052158537)",43.586260757,-119.052158537,POINT (-119.052158537 43.586260757),9.8,41
806,21,OR,1,2006-08-22,2006-08-25,4,2006,8,0.0,0.0,42.8183380952381,42.8224,0.05389999999999873,-118.75263809523808,-118.7871,0.21529999999999916,369.89047619047625,369.4,16.213571622622354,68.19999999999999,267.6428571428571,215.3,202.24545624420978,623.0,"(43.586260757, -119.052158537)",43.586260757,-119.052158537,POINT (-119.052158537 43.586260757),8.0,33
810,74,ID,1,2006-08-23,2006-09-12,21,2006,9,0.0,1.0,45.45737837837839,45.45425,0.08109999999999928,-115.99077837837838,-115.98769999999999,0.23260000000000502,342.7418918918917,337.25,21.34519295122766,78.60000000000002,90.85135135135135,68.05,73.11362754230849,381.5,"(45.931274394, -116.116254548)",45.931274394,-116.116254548,POINT (-116.116254548 45.931274394),33.4,96
815,25,OR,1,2006-08-28,2006-08-30,2,2006,8,0.0,0.0,44.356131999999995,44.3548,0.07680000000000575,-119.37002000000003,-119.381,0.11579999999999302,368.23999999999995,359.7,48.04778871082414,162.2,442.68800000000005,156.3,674.9916513804698,2413.5,"(44.4172, -118.9547)",44.4172,-118.9547,POINT (-118.9547 44.4172),2.7,11
