,labels,count,top_state,state_count,first_day,last_day,#_days,year_50%,month_50%,diff_year,diff_month,latitude_mean,latitude_50%,diff_latitude,longitude_mean,longitude_50%,diff_longitude,brightness_mean,brightness_50%,brightness_std,diff_brightness,frp_mean,frp_50%,frp_std,diff_frp,nearest_aq_monitor,SITE_LATITUDE,SITE_LONGITUDE,geometry,Daily Mean PM2.5 Concentration,DAILY_AQI_VALUE,cluster
305,1269,8,AZ,1,2009-05-01,2009-05-19,18,2009,5,0.0,0.0,33.4195125,33.41975,0.0096999999999951,-110.8602,-110.86215,0.0146000000000015,331.55,327.75,12.96754189725806,42.200000000000045,37.68750000000001,33.8,12.90685725828384,39.0,"(33.6547, -111.1074)",33.6547,-111.1074,POINT (-111.1074 33.6547),6.8,28,0
306,1270,6,AZ,1,2009-05-16,2009-05-16,1,2009,5,0.0,0.0,32.39254999999999,32.39205,0.0208000000000012,-110.28061666666666,-110.28155,0.0194000000000045,362.9333333333333,363.55,6.675227836311395,18.09999999999997,73.03333333333333,75.55,21.17183663895664,58.8,"(32.174538, -110.737116)",32.174538,-110.737116,POINT (-110.737116 32.174538),8.0,33,0
307,1275,27,NM,1,2009-06-10,2009-06-12,2,2009,6,0.0,0.0,31.40572222222222,31.4133,0.1102000000000025,-108.80051851851852,-108.7848,0.2874000000000052,361.08148148148143,358.9,21.44648145854156,77.80000000000001,416.1555555555556,205.7,515.0540668656756,1791.6,"(31.3492, -109.539683)",31.3492,-109.539683,POINT (-109.539683 31.3492),3.9,16,0
308,1277,8,AZ,1,2009-06-07,2009-06-27,20,2009,6,0.0,0.0,33.4187125,33.4191,0.0039000000000015,-110.8586875,-110.85775,0.0206999999999908,332.2875,327.6,12.418239753339776,35.799999999999955,49.9125,57.95,22.382865736349057,62.900000000000006,"(33.6547, -111.1074)",33.6547,-111.1074,POINT (-111.1074 33.6547),5.4,23,0
309,1280,8,CA,1,2009-06-26,2009-07-03,8,2009,7,0.0,1.0,33.0261875,33.0373,0.0542000000000015,-115.5993625,-115.60545,0.0638000000000005,389.925,387.6,20.562153166853484,68.69999999999999,330.35,314.35,183.37028112537757,560.9,"(32.97833, -115.53917)",32.97833,-115.53917,POINT (-115.53917 32.97833),12.4,52,2
310,1281,44,CA,1,2009-06-28,2009-07-05,8,2009,7,0.0,1.0,37.89437045454546,37.8955,0.032199999999996,-119.69850454545455,-119.69905,0.0476000000000027,346.91590909090905,348.95,22.226308977926163,63.60000000000002,126.9340909090909,77.7,142.5335683728848,629.3000000000001,"(37.748707, -119.587094)",37.748707,-119.587094,POINT (-119.587094 37.748707),38.4,108,0
311,1289,6,NM,1,2009-07-11,2009-07-12,2,2009,7,0.0,0.0,35.74835,35.7495,0.0215000000000031,-106.35106666666664,-106.35055,0.0186999999999954,370.5,369.2,14.584100932179522,43.099999999999966,225.15,201.35,87.06771502686861,200.0,"(35.804192704, -106.298639009)",35.804192704,-106.298639009,POINT (-106.298639009 35.804192704),6.8,28,0
312,1293,8,AZ,1,2009-07-15,2009-07-18,4,2009,7,0.0,0.0,31.9711375,31.9749,0.0406000000000013,-111.6290875,-111.631,0.0361999999999937,357.6125,348.9,36.297478759353446,106.3,148.6,67.8,155.28773293470417,433.6,"(32.2487124780919, -111.21849361424)",32.2487124780919,-111.21849361424,POINT (-111.21849361424 32.2487124780919),6.1,25,0
313,1299,16,CA,1,2009-07-20,2009-07-21,2,2009,7,0.0,0.0,41.70208125,41.70145,0.0322999999999993,-122.0054375,-122.0027,0.0537999999999954,340.4312499999999,334.15,20.39195000484261,62.19999999999999,256.70625,131.85000000000002,382.5989239726113,1315.6,"(41.711824509, -121.50999312)",41.711824509,-121.50999312,POINT (-121.50999312 41.711824509),4.3,18,0
314,1300,29,AZ,1,2009-07-20,2009-08-11,23,2009,8,0.0,1.0,33.55381034482759,33.5532,0.0683999999999969,-110.2512724137931,-110.249,0.1078000000000116,369.16896551724136,364.5,28.78803203029585,119.7,223.80689655172412,137.1,226.36265298194544,856.4,"(33.6547, -111.1074)",33.6547,-111.1074,POINT (-111.1074 33.6547),5.8,24,0
315,1303,15,OR,1,2009-07-28,2009-08-11,15,2009,8,0.0,1.0,43.35049333333333,43.3531,0.0494000000000056,-122.80752,-122.8102,0.073599999999999,338.40666666666664,327.4,24.95408545614086,91.59999999999997,87.31333333333332,47.6,84.21277360409904,288.3,"(43.2266, -123.36479)",43.2266,-123.36479,POINT (-123.36479 43.2266),3.0,13,0
316,1310,40,CA,1,2009-08-02,2009-08-08,7,2009,8,0.0,0.0,40.878925,40.8421,0.1451999999999955,-121.515945,-121.5177,0.0999000000000052,368.2525,364.4,26.677215741969587,109.39999999999998,302.75750000000005,231.9,290.9788598255629,1228.8,"(40.53999, -121.57646)",40.53999,-121.57646,POINT (-121.57646 40.53999),27.3,83,0
317,1316,8,MT,1,2009-08-04,2009-08-05,1,2009,8,0.0,0.0,46.86707499999999,46.86705,0.0165999999999968,-108.0609125,-108.05835,0.0396000000000071,369.5875,359.1,21.204274333256485,52.5,153.3375,104.3,96.97951090675951,253.1,"(47.582225107753, -108.720383334508)",47.582225107753,-108.720383334508,POINT (-108.720383334508 47.582225107753),4.2,18,0
318,1317,36,AZ,1,2009-08-04,2009-08-29,26,2009,8,0.0,0.0,34.511561111111114,34.5172,0.0936999999999983,-110.76396666666666,-110.7541,0.0995999999999952,361.2777777777777,360.75,27.55246539252612,112.8,240.21388888888885,91.7,324.4552473236841,1313.4,"(34.0908659437632, -110.942800642604)",34.0908659437632,-110.942800642604,POINT (-110.942800642604 34.0908659437632),2.9,12,1
319,1321,6,NM,1,2009-08-08,2009-08-08,1,2009,8,0.0,0.0,33.14905,33.14905,0.0123000000000033,-105.59683333333334,-105.59685,0.0245999999999924,376.3333333333333,372.9500000000001,18.60501724446034,48.0,164.79999999999998,137.7,94.3451535586222,246.2,"(33.4688085496206, -105.535443914569)",33.4688085496206,-105.535443914569,POINT (-105.535443914569 33.4688085496206),3.5,15,0
320,1324,21,UT,1,2009-08-10,2009-09-01,22,2009,8,0.0,1.0,39.16182380952382,39.1605,0.0413999999999958,-112.10620952380953,-112.1073,0.0482999999999975,365.747619047619,369.0,26.837764792314932,95.0,267.0571428571428,203.7,219.2834092480062,735.0999999999999,"(40.136378, -111.657936)",40.136378,-111.657936,POINT (-111.657936 40.136378),18.3,64,0
321,1325,14,NM,1,2009-08-12,2009-08-14,2,2009,8,0.0,0.0,33.03384285714285,33.0321,0.0471000000000003,-105.65796428571429,-105.66035,0.0531999999999897,342.9571428571429,338.45000000000005,17.487433478653443,58.39999999999998,68.03571428571429,45.15,56.1883865244392,204.9,"(33.4688085496206, -105.535443914569)",33.4688085496206,-105.535443914569,POINT (-105.535443914569 33.4688085496206),2.5,10,0
322,1328,15,CA,1,2009-08-14,2009-08-15,2,2009,8,0.0,0.0,37.58265333333334,37.5841,0.0275000000000034,-121.48752666666664,-121.4927,0.0887000000000028,340.26666666666665,335.5,16.261025563627662,56.5,213.22666666666663,164.3,152.80737859272682,508.2,"(37.682635, -121.442495)",37.682635,-121.442495,POINT (-121.442495 37.682635),6.4,27,0
323,1339,733,CA,1,2009-08-27,2009-09-07,12,2009,8,0.0,1.0,34.307409686221064,34.297,0.211199999999998,-118.12895798090044,-118.1319,0.403499999999994,372.39740791268775,366.7,40.47130476850664,185.0,364.3859481582536,160.3,625.8143157471546,7099.900000000001,"(34.1326, -118.1272)",34.1326,-118.1272,POINT (-118.1272 34.1326),10.3,43,1
324,1340,6,CA,1,2009-08-28,2009-08-29,2,2009,8,0.0,0.0,36.44408333333333,36.43515,0.0486999999999966,-121.26275,-121.2581,0.0897999999999967,322.7666666666667,323.54999999999995,3.011090610836325,8.0,66.99999999999999,74.85,22.56342172632511,59.3,"(36.48324, -121.15688)",36.48324,-121.15688,POINT (-121.15688 36.48324),3.5,15,0
325,1344,18,ID,1,2009-09-01,2009-09-16,16,2009,9,0.0,0.0,45.956805555555576,45.9611,0.0698000000000007,-116.12712777777776,-116.1359,0.1473999999999904,374.03333333333336,362.2000000000001,25.347630124750843,81.29999999999995,295.50555555555565,197.95,240.2003293141256,826.2,"(45.931274394, -116.116254548)",45.931274394,-116.116254548,POINT (-116.116254548 45.931274394),5.6,23,0
326,1345,7,NM,2,2009-09-04,2009-09-04,1,2009,9,0.0,0.0,34.73228571428571,34.7342,0.0155999999999991,-109.0405,-109.0397,0.0215000000000031,362.7714285714286,368.3,30.477517084222058,91.8,132.25714285714287,111.1,103.26685265438692,304.0,"(34.82251, -109.89249)",34.82251,-109.89249,POINT (-109.89249 34.82251),6.1,25,0
327,1350,29,OR,1,2009-09-13,2009-09-28,15,2009,9,0.0,0.0,44.91292413793104,44.9181,0.0895999999999972,-118.67448275862068,-118.6767,0.1090999999999979,338.6793103448277,330.2,20.498752214818637,64.59999999999997,109.6,62.8,197.66286413270163,1010.4,"(45.2247483106115, -118.513961995977)",45.2247483106115,-118.513961995977,POINT (-118.513961995977 45.2247483106115),6.3,26,0
328,1351,9,OR,1,2009-09-15,2009-09-22,8,2009,9,0.0,0.0,43.97921111111112,43.982,0.0259999999999962,-120.88318888888888,-120.8837,0.0638000000000005,359.4777777777778,358.2,22.561016033070075,69.20000000000005,420.18888888888887,443.8,321.9276799393167,856.6,"(44.299787, -120.844773)",44.299787,-120.844773,POINT (-120.844773 44.299787),5.0,21,2
329,1351,9,OR,1,2009-09-15,2009-09-22,8,2009,9,0.0,0.0,43.97921111111112,43.982,0.0259999999999962,-120.88318888888888,-120.8837,0.0638000000000005,359.4777777777778,358.2,22.561016033070075,69.20000000000005,420.18888888888887,443.8,321.9276799393167,856.6,"(44.299787, -120.844773)",44.299787,-120.844773,POINT (-120.844773 44.299787),5.6,23,2
330,1352,21,MT,1,2009-09-15,2009-09-27,13,2009,9,0.0,0.0,48.61264761904761,48.613,0.0208999999999974,-115.389519047619,-115.3857,0.0754000000000019,342.5952380952382,337.1,22.824208117489555,77.10000000000002,94.03333333333332,49.9,95.72140478144549,376.2000000000001,"(48.3915450080109, -115.553309333839)",48.3915450080109,-115.553309333839,POINT (-115.553309333839 48.3915450080109),2.3,10,0
331,1356,42,OR,1,2009-09-16,2009-09-29,13,2009,9,0.0,0.0,42.91766904761905,42.9109,0.1378000000000057,-118.51775476190475,-118.5207,0.082499999999996,379.2380952380952,373.6,25.34024998799584,108.3,254.99761904761908,175.60000000000002,204.2232977895677,831.1999999999999,"(43.586260757, -119.052158537)",43.586260757,-119.052158537,POINT (-119.052158537 43.586260757),5.4,23,0
332,1357,114,OR,1,2009-09-19,2009-09-28,9,2009,9,0.0,0.0,43.45988947368419,43.45675,0.0747999999999962,-122.284799122807,-122.28385,0.113900000000001,357.57456140350905,353.25,32.33019304843838,184.5,203.42894736842103,99.75,281.3632350531784,2039.8,"(43.744352, -122.480487)",43.744352,-122.480487,POINT (-122.480487 43.744352),15.7,59,0
333,1357,114,OR,1,2009-09-19,2009-09-28,9,2009,9,0.0,0.0,43.45988947368419,43.45675,0.0747999999999962,-122.284799122807,-122.28385,0.113900000000001,357.57456140350905,353.25,32.33019304843838,184.5,203.42894736842103,99.75,281.3632350531784,2039.8,"(43.744352, -122.480487)",43.744352,-122.480487,POINT (-122.480487 43.744352),16.7,61,0
334,1357,114,OR,1,2009-09-19,2009-09-28,9,2009,9,0.0,0.0,43.45988947368419,43.45675,0.0747999999999962,-122.284799122807,-122.28385,0.113900000000001,357.57456140350905,353.25,32.33019304843838,184.5,203.42894736842103,99.75,281.3632350531784,2039.8,"(43.744352, -122.480487)",43.744352,-122.480487,POINT (-122.480487 43.744352),17.9,63,0
335,1361,17,MT,1,2009-09-24,2009-09-28,4,2009,9,0.0,0.0,46.07043529411765,46.0765,0.0379999999999967,-113.70133529411764,-113.7034,0.0567999999999955,351.25294117647053,349.4,27.76047364615424,117.10000000000002,131.94117647058823,72.2,177.68624756443424,733.5,"(45.859685726792, -114.001032112076)",45.859685726792,-114.001032112076,POINT (-114.001032112076 45.859685726792),6.4,27,0
336,1366,11,WA,1,2009-09-20,2009-09-28,8,2009,9,0.0,0.0,46.21537272727272,46.2117,0.058800000000005,-118.12453636363634,-118.1134,0.1234000000000037,368.4,362.9,21.945979130583357,68.69999999999999,561.8,422.9,370.5183153367725,1228.0,"(46.318, -117.985)",46.318,-117.985,POINT (-117.985 46.318),6.8,28,2
337,1370,25,CA,1,2009-10-02,2009-10-04,2,2009,10,0.0,0.0,34.312,34.3198,0.0927000000000006,-117.54331199999996,-117.5493,0.1372999999999962,381.364,356.2,55.264529612884026,181.8,816.7720000000004,258.2,1686.9723391132804,7684.6,"(34.37892, -117.69211)",34.37892,-117.69211,POINT (-117.69211 34.37892),4.5,19,0
338,1372,9,WA,1,2009-10-08,2009-10-11,4,2009,10,0.0,0.0,46.25784444444445,46.2587,0.0247000000000028,-117.96582222222224,-117.9672,0.1247999999999933,370.9555555555555,364.2,20.0845158711326,58.39999999999998,194.4888888888889,161.0,109.24156082330164,292.6,"(46.318, -117.985)",46.318,-117.985,POINT (-117.985 46.318),5.6,23,0
339,1373,15,OR,1,2009-10-09,2009-10-11,3,2009,10,0.0,0.0,42.39339333333334,42.3957,0.0258000000000038,-121.16114,-121.1603,0.0382999999999924,371.64,373.7,29.87992159102353,94.0,171.2133333333333,166.9,111.17021612096,362.1,"(42.190296, -121.731369)",42.190296,-121.731369,POINT (-121.731369 42.190296),12.5,52,0
340,1374,6,AZ,1,2009-10-15,2009-10-16,1,2009,10,0.0,0.0,36.91643333333334,36.9155,0.0142000000000024,-112.17831666666666,-112.1798,0.0349000000000074,372.5,384.1,31.70274436070164,85.19999999999999,343.18333333333334,185.3,361.4031788275619,885.0,"(37.6183832890889, -112.174367903929)",37.6183832890889,-112.174367903929,POINT (-112.174367903929 37.6183832890889),1.8,8,0
341,1377,7,CA,1,2009-11-28,2009-11-29,2,2009,11,0.0,0.0,39.68321428571429,39.6848,0.0111999999999952,-122.62282857142856,-122.621,0.0293999999999954,351.0857142857143,350.0,18.73850123599613,51.5,97.95714285714284,82.5,56.55256720205421,144.3,"(39.53387, -122.190834)",39.53387,-122.190834,POINT (-122.190834 39.53387),2.0,8,0
342,1378,9,MT,1,2010-04-02,2010-04-19,18,2010,4,0.0,0.0,47.63642222222222,47.6307,0.0279999999999986,-111.89684444444444,-111.8876,0.1209999999999951,374.4888888888889,370.8,14.430215213610342,48.10000000000002,374.67777777777775,399.1,176.93255620276457,520.5,"(47.494318, -111.303317)",47.494318,-111.303317,POINT (-111.303317 47.494318),9.1,38,0
343,1380,6,ID,1,2010-05-14,2010-05-16,3,2010,5,0.0,0.0,47.242,47.24205,0.016300000000001,-116.34961666666668,-116.35675,0.067700000000002,349.1666666666667,357.15,22.913634950977706,52.200000000000045,115.93333333333334,130.5,77.45105981629087,176.0,"(47.316576569, -116.571281045)",47.316576569,-116.571281045,POINT (-116.571281045 47.316576569),11.0,46,0
344,1386,9,AZ,1,2010-06-14,2010-06-19,5,2010,6,0.0,0.0,31.578966666666663,31.5559,0.084900000000001,-111.53044444444444,-111.5096,0.0831000000000017,358.84444444444443,357.5,5.830332561507768,17.0,199.33333333333331,55.4,277.3143342851213,749.9,"(31.3374500008386, -110.93715)",31.3374500008386,-110.93715,POINT (-110.93715 31.3374500008386),6.7,28,0
345,1386,9,AZ,1,2010-06-14,2010-06-19,5,2010,6,0.0,0.0,31.578966666666663,31.5559,0.084900000000001,-111.53044444444444,-111.5096,0.0831000000000017,358.84444444444443,357.5,5.830332561507768,17.0,199.33333333333331,55.4,277.3143342851213,749.9,"(31.3374500008386, -110.93715)",31.3374500008386,-110.93715,POINT (-110.93715 31.3374500008386),8.0,33,0
346,1389,62,AZ,1,2010-06-20,2010-06-25,6,2010,6,0.0,0.0,35.32653225806451,35.33095,0.1195999999999983,-111.60660645161292,-111.605,0.1012999999999948,369.7725806451613,360.65,37.300046892049984,173.60000000000002,476.1758064516128,161.0,717.3972255599699,3612.9,"(35.206111, -111.652777)",35.206111,-111.652777,POINT (-111.652777 35.206111),5.9,25,0
347,1393,12,OR,1,2010-07-12,2010-07-12,1,2010,7,0.0,0.0,45.79660833333333,45.79695,0.0219999999999984,-118.9194,-118.91955,0.0671999999999997,395.3416666666667,382.4,41.85877682123186,149.0,339.42499999999995,162.6,466.4756217443932,1660.1,"(45.652231, -118.823033)",45.652231,-118.823033,POINT (-118.823033 45.652231),4.5,19,0
348,1394,8,ID,1,2010-07-13,2010-07-13,1,2010,7,0.0,0.0,43.5689625,43.56925,0.0374999999999943,-112.8312,-112.8321,0.0660000000000025,366.275,364.35,13.795832704117569,37.69999999999999,928.6875,811.1,435.41037600832885,1188.6,"(43.460556, -113.562222)",43.460556,-113.562222,POINT (-113.562222 43.460556),1.5,6,2
349,1395,7,UT,1,2010-07-16,2010-07-16,1,2010,7,0.0,0.0,40.334114285714286,40.334,0.0212000000000003,-112.36771428571429,-112.3648,0.0190999999999945,381.8428571428572,373.8,21.006574934438756,52.30000000000001,187.28571428571425,124.6,129.2953908507109,318.9,"(40.5433086862775, -112.299618029655)",40.5433086862775,-112.299618029655,POINT (-112.299618029655 40.5433086862775),5.3,22,0
350,1395,7,UT,1,2010-07-16,2010-07-16,1,2010,7,0.0,0.0,40.334114285714286,40.334,0.0212000000000003,-112.36771428571429,-112.3648,0.0190999999999945,381.8428571428572,373.8,21.006574934438756,52.30000000000001,187.28571428571425,124.6,129.2953908507109,318.9,"(40.5433086862775, -112.299618029655)",40.5433086862775,-112.299618029655,POINT (-112.299618029655 40.5433086862775),7.5,31,0
351,1396,14,WA,1,2010-07-18,2010-07-19,2,2010,7,0.0,0.0,46.63105,46.634,0.0409000000000006,-120.7163642857143,-120.7108,0.0948999999999955,353.7857142857143,353.29999999999995,28.03574249316143,101.2,194.80714285714288,102.2,225.1531460491373,713.3,"(46.598056, -120.499167)",46.598056,-120.499167,POINT (-120.499167 46.598056),5.2,22,0
352,1396,14,WA,1,2010-07-18,2010-07-19,2,2010,7,0.0,0.0,46.63105,46.634,0.0409000000000006,-120.7163642857143,-120.7108,0.0948999999999955,353.7857142857143,353.29999999999995,28.03574249316143,101.2,194.80714285714288,102.2,225.1531460491373,713.3,"(46.598056, -120.499167)",46.598056,-120.499167,POINT (-120.499167 46.598056),4.3,18,0
353,1397,38,CA,1,2010-07-26,2010-07-28,3,2010,7,0.0,0.0,35.806478947368426,35.8036,0.0868999999999999,-118.4421842105263,-118.43385,0.1325999999999965,381.6052631578948,372.85,39.6407512635632,142.0,577.9236842105261,371.35,552.9193452908574,1910.9,"(36.0318310008979, -119.055018)",36.0318310008979,-119.055018,POINT (-119.055018 36.0318310008979),15.1,57,2
354,1401,12,WA,1,2010-07-30,2010-07-31,1,2010,7,0.0,0.0,48.341075,48.3376,0.0343000000000017,-120.67433333333332,-120.67205,0.0745000000000004,338.7416666666667,336.4,11.802500377102945,41.19999999999999,72.21666666666665,66.35,42.50610294862125,141.7,"(48.47724, -120.19057)",48.47724,-120.19057,POINT (-120.19057 48.47724),14.8,57,0
355,1414,12,OR,1,2010-08-18,2010-08-22,4,2010,8,0.0,0.0,45.049125,45.06155,0.0793999999999996,-121.19938333333332,-121.1673,0.1760000000000019,337.96666666666664,328.25,20.48859253932354,58.10000000000002,66.88333333333334,65.2,23.15139239218604,87.6,"(44.7632980127028, -121.270178359997)",44.7632980127028,-121.270178359997,POINT (-121.270178359997 44.7632980127028),5.9,25,0
356,1419,8,MT,1,2010-08-21,2010-08-22,1,2010,8,0.0,0.0,45.6941125,45.69015,0.054799999999993,-109.3430375,-109.3471,0.0593999999999965,397.0125000000001,387.65,37.31711355779965,117.0,511.4625,231.8,596.7130368886346,1769.6,"(45.7804, -108.511542)",45.7804,-108.511542,POINT (-108.511542 45.7804),10.0,42,0
357,1424,6,CA,1,2010-08-23,2010-08-25,3,2010,8,0.0,0.0,37.99545,37.9947,0.0078999999999993,-119.71845,-119.72055,0.0146999999999906,329.2333333333333,327.95,4.022768532573893,9.5,32.13333333333333,29.9,5.423897737482396,12.5,"(37.748707, -119.587094)",37.748707,-119.587094,POINT (-119.587094 37.748707),13.8,55,0
358,1427,15,ID,1,2010-08-24,2010-08-27,3,2010,8,0.0,0.0,46.95545333333334,46.957,0.0223000000000013,-115.47284,-115.4714,0.0421000000000049,349.88,346.3,24.429408506961444,80.80000000000001,96.72666666666665,68.1,81.2737303074938,277.79999999999995,"(47.594395, -115.323746)",47.594395,-115.323746,POINT (-115.323746 47.594395),7.0,29,0
359,1428,20,OR,1,2010-08-25,2010-08-26,1,2010,8,0.0,0.0,44.76106,44.760450000000006,0.0311999999999983,-121.821945,-121.82065,0.0583000000000026,351.61,344.6,31.21102875250148,103.5,241.47,118.95,325.39184491446935,1307.9,"(44.383452105, -121.8645019)",44.383452105,-121.8645019,POINT (-121.8645019 44.383452105),12.4,52,0
360,1432,10,ID,1,2010-08-27,2010-08-27,1,2010,8,0.0,0.0,44.28054,44.2811,0.0204999999999984,-115.46201,-115.44905,0.0842999999999989,357.88,358.85,18.64491589921738,59.900000000000034,108.71,97.15,64.15035203852482,214.6,"(44.1703848147433, -114.928033894289)",44.1703848147433,-114.928033894289,POINT (-114.928033894289 44.1703848147433),6.5,27,0
361,1433,6,MT,1,2010-08-27,2010-08-27,1,2010,8,0.0,0.0,46.24196666666666,46.24185,0.0123999999999995,-114.2478,-114.24835,0.0204999999999984,381.3666666666666,387.05,19.08440899442964,49.60000000000002,211.6833333333333,217.6,81.13143451626297,231.4,"(46.243621, -114.158889)",46.243621,-114.158889,POINT (-114.158889 46.243621),18.5,64,0
362,1436,7,UT,1,2010-09-01,2010-09-02,1,2010,9,0.0,0.0,37.34217142857143,37.3428,0.0112999999999985,-113.04444285714284,-113.0467,0.0208000000000083,378.1,384.9,21.355015023798664,56.10000000000002,372.80000000000007,258.7,300.4492136784518,753.4000000000001,"(37.1983, -113.1506)",37.1983,-113.1506,POINT (-113.1506 37.1983),8.5,35,0
363,1437,11,OR,1,2010-09-03,2010-09-03,1,2010,9,0.0,0.0,44.877536363636366,44.901,0.2286000000000001,-122.77175454545456,-122.7736,0.0777000000000072,393.3636363636364,390.6,38.57836888017098,117.89999999999998,283.72727272727275,195.8,284.1995358578514,940.4,"(45.014998, -122.790382)",45.014998,-122.790382,POINT (-122.790382 45.014998),6.0,25,0
364,1446,6,ID,1,2010-09-23,2010-09-28,5,2010,9,0.0,0.0,45.974050000000005,45.97625,0.0240000000000009,-116.06678333333332,-116.0636,0.0557000000000016,386.95,384.5,30.424841823746604,83.10000000000002,276.4,207.25,205.9697162206134,566.9,"(45.931274394, -116.116254548)",45.931274394,-116.116254548,POINT (-116.116254548 45.931274394),10.9,45,0
365,1450,9,OR,1,2010-09-25,2010-09-26,1,2010,9,0.0,0.0,44.02481111111111,44.0307,0.0375000000000014,-118.99596666666667,-118.9925,0.0441000000000002,365.9111111111111,366.9,28.65468741953245,85.70000000000005,216.81111111111116,200.5,208.30815781219687,631.0,"(44.4172, -118.9547)",44.4172,-118.9547,POINT (-118.9547 44.4172),4.5,19,0
366,1452,6,WA,1,2010-09-27,2010-09-27,1,2010,9,0.0,0.0,47.1445,47.14525,0.0157999999999987,-117.41211666666663,-117.41175,0.0298999999999978,361.7666666666667,360.4,8.808102330619603,24.59999999999997,188.88333333333333,176.55,53.78294959061531,148.3,"(47.23136, -117.36856)",47.23136,-117.36856,POINT (-117.36856 47.23136),3.1,13,0
367,1454,7,ID,2,2010-09-27,2010-09-30,4,2010,9,0.0,0.0,47.212528571428585,47.2205,0.0655000000000001,-116.98692857142858,-116.9796,0.1432999999999964,363.7142857142857,360.3,10.818414636077474,34.0,144.72857142857143,110.3,89.34410471664624,265.3,"(47.338604592, -116.885623481)",47.338604592,-116.885623481,POINT (-116.885623481 47.338604592),6.2,26,0
368,1459,9,OR,1,2010-10-13,2010-10-14,1,2010,10,0.0,0.0,43.727688888888885,43.7302,0.0313999999999978,-118.9903111111111,-118.9888,0.0373000000000018,372.2777777777778,366.2,17.199475121190318,49.400000000000034,325.2888888888889,101.1,390.8844568553616,948.9,"(43.58925, -119.04872)",43.58925,-119.04872,POINT (-119.04872 43.58925),8.9,37,0
369,1459,9,OR,1,2010-10-13,2010-10-14,1,2010,10,0.0,0.0,43.727688888888885,43.7302,0.0313999999999978,-118.9903111111111,-118.9888,0.0373000000000018,372.2777777777778,366.2,17.199475121190318,49.400000000000034,325.2888888888889,101.1,390.8844568553616,948.9,"(43.58925, -119.04872)",43.58925,-119.04872,POINT (-119.04872 43.58925),8.3,35,0
370,1464,8,CA,1,2011-03-25,2011-03-25,1,2011,3,0.0,0.0,32.802925,32.80305,0.0172999999999987,-115.6456125,-115.64675,0.0202000000000026,396.875,399.7,45.85790942839476,143.8,511.65,320.95,586.0583491184377,1830.1,"(32.79222, -115.56306)",32.79222,-115.56306,POINT (-115.56306 32.79222),3.2,13,2
371,1466,8,NM,1,2011-04-03,2011-04-03,1,2011,4,0.0,0.0,33.3398625,33.3384,0.027000000000001,-105.615725,-105.61525,0.056200000000004,427.75,423.35,55.39192824126737,134.0,1498.9875,1099.4499999999998,1361.5368443023706,3398.8,"(33.4688085496206, -105.535443914569)",33.4688085496206,-105.535443914569,POINT (-105.535443914569 33.4688085496206),8.9,37,2
372,1474,10,NM,1,2011-04-27,2011-04-30,4,2011,4,0.0,0.0,34.06764,34.06755,0.0266000000000019,-108.40016,-108.401,0.0217999999999989,349.2099999999999,355.25,19.45344585299878,55.30000000000001,82.82000000000001,78.75,39.150785432734295,120.9,"(33.2205021725552, -108.235718592279)",33.2205021725552,-108.235718592279,POINT (-108.235718592279 33.2205021725552),7.7,32,0
373,1478,11,OR,1,2011-05-03,2011-05-05,3,2011,5,0.0,0.0,42.4389,42.4323,0.0442999999999997,-120.1183090909091,-120.1181,0.0305000000000035,366.6272727272727,361.9,13.271706062830877,42.80000000000001,116.95454545454544,94.0,55.85612524399385,182.8,"(42.189215, -120.353969)",42.189215,-120.353969,POINT (-120.353969 42.189215),5.5,23,0
374,1479,6,NM,1,2011-05-07,2011-05-09,3,2011,5,0.0,0.0,33.06835,33.0653,0.0325000000000059,-104.9265,-104.92385,0.0221000000000088,356.31666666666666,358.75,17.668889797230232,49.5,79.64999999999999,63.45,46.9804533822312,116.9,"(33.397042656, -104.524135238)",33.397042656,-104.524135238,POINT (-104.524135238 33.397042656),16.7,61,0
375,1488,127,AZ,1,2011-05-31,2011-06-08,8,2011,6,0.0,1.0,31.4393559055118,31.4385,0.1685999999999978,-111.13558425196844,-111.135,0.1212000000000017,362.9094488188976,360.9,28.854056502993046,125.70000000000005,203.07165354330695,103.2,245.0606905385768,1326.2,"(31.3374500008386, -110.93715)",31.3374500008386,-110.93715,POINT (-110.93715 31.3374500008386),6.4,27,0
376,1488,127,AZ,1,2011-05-31,2011-06-08,8,2011,6,0.0,1.0,31.4393559055118,31.4385,0.1685999999999978,-111.13558425196844,-111.135,0.1212000000000017,362.9094488188976,360.9,28.854056502993046,125.70000000000005,203.07165354330695,103.2,245.0606905385768,1326.2,"(31.3374500008386, -110.93715)",31.3374500008386,-110.93715,POINT (-110.93715 31.3374500008386),9.2,38,0
377,1496,15,CO,1,2011-06-13,2011-06-17,4,2011,6,0.0,0.0,38.24345999999999,38.2417,0.0523000000000024,-105.65711333333334,-105.6537,0.0640000000000071,367.0066666666668,359.7,39.86476185925658,160.5,211.64,146.1,284.95309839641027,1161.4,"(37.7249192952427, -105.519073012659)",37.7249192952427,-105.519073012659,POINT (-105.519073012659 37.7249192952427),5.9,25,0
